depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
CONTONMENT,2026-03-13,2451,130,,7751.376,5907.32365,0.7621,7734
CONTONMENT,2026-03-13,2452,130,,7751.376,8458.301491,1.0912,11074
CONTONMENT,2026-03-13,2461,130,,7751.376,5942.204842,0.7666,7780
CONTONMENT,2026-03-13,2462,130,,7751.376,4553.158262,0.5874,5961
CONTONMENT,2026-03-13,2471,320,,10880,5450.88,0.501,8940
CONTONMENT,2026-03-13,2481,130,,4536,6564.4992,1.4472,10306
CONTONMENT,2026-03-13,2482,130,,4536,9223.0488,2.0333,14480
CONTONMENT,2026-03-13,2491,130,,4536,7340.1552,1.6182,11524
CONTONMENT,2026-03-13,2492,130,,4536,8174.3256,1.8021,12834
HANAMKONDA,2026-03-13,24C1,105,9,6405,9103.4265,1.4213,11918
HANAMKONDA,2026-03-13,24C2,105,9,6405,6890.499,1.0758,9021
HANAMKONDA,2026-03-13,24S1,218,8,13298,11142.3942,0.8379,14588
CONTONMENT,2026-03-13,2501,130,,4536,9460.7352,2.0857,14853
CONTONMENT,2026-03-13,2502,130,,4536,6175.764,1.3615,9696
CONTONMENT,2026-03-13,2511,158,,5544,8600.4072,1.5513,13503
CONTONMENT,2026-03-13,2512,158,,5544,7734.4344,1.3951,12143
KUKATPALLY,2026-03-13,2512,304,,13011.2,6694.2624,0.5145,9795
CONTONMENT,2026-03-13,2521,158,,5544,6661.116,1.2015,10458
KUKATPALLY,2026-03-13,2522,304,,13011.2,10265.8368,0.789,15020
CONTONMENT,2026-03-13,2522,158,,5544,6571.3032,1.1853,10317
CONTONMENT,2026-03-13,2531,158,,5544,6810.804,1.2285,10693
KUKATPALLY,2026-03-13,2532,304,,13011.2,7575.12064,0.5822,11084
CONTONMENT,2026-03-13,2532,158,,5544,7618.0104,1.3741,11960
CONTONMENT,2026-03-13,2541,158,,5544,7951.7592,1.4343,12484
KUKATPALLY,2026-03-13,2542,304,,13011.2,7703.93152,0.5921,11272
CONTONMENT,2026-03-13,2542,158,,5544,7181.6976,1.2954,11275
CONTONMENT,2026-03-13,2551,158,,5544,8576.0136,1.5469,13464
CONTONMENT,2026-03-13,2552,158,,5544,4679.136,0.844,7346
CONTONMENT,2026-03-13,2561,126,,4284,1888.8156,0.4409,3098
CONTONMENT,2026-03-13,2562,126,,4284,1954.3608,0.4562,3205
CONTONMENT,2026-03-13,2571,126,,4284,2638.944,0.616,4328
CONTONMENT,2026-03-13,2572,126,,4284,2226.3948,0.5197,3651
CONTONMENT,2026-03-13,2581,126,,4284,3675.672,0.858,6028
CONTONMENT,2026-03-13,2582,126,,4284,1971.9252,0.4603,3234
CONTONMENT,2026-03-13,2591,126,,4284,3034.3572,0.7083,4976
CONTONMENT,2026-03-13,2592,126,,4284,2343.348,0.547,3843
HANAMKONDA,2026-03-13,25C1,193,13,11773,12567.6775,1.0675,16454
CONTONMENT,2026-03-13,2601,126,,4284,3332.5236,0.7779,5465
CONTONMENT,2026-03-13,2602,126,,4284,2709.2016,0.6324,4443
CONTONMENT,2026-03-13,2611,144,,4896,3031.6032,0.6192,4972
KUKATPALLY,2026-03-13,2612,133,,7954.73,8467.014612,1.0644,11085
CONTONMENT,2026-03-13,2612,144,,4896,2783.376,0.5685,4565
KUKATPALLY,2026-03-13,2621,127,,7595.87,6331.157645,0.8335,8289
CONTONMENT,2026-03-13,2621,144,,4896,4044.096,0.826,6632
KUKATPALLY,2026-03-13,2622,133,,7954.73,5514.218836,0.6932,7219
CONTONMENT,2026-03-13,2622,144,,4896,1737.1008,0.3548,2849
KUKATPALLY,2026-03-13,2631,127,,7595.87,3642.219665,0.4795,4768
CONTONMENT,2026-03-13,2631,315,,10710,2649.654,0.2474,4345
KUKATPALLY,2026-03-13,2632,133,,7954.73,6698.678133,0.8421,8770
KUKATPALLY,2026-03-13,2651,127,,7595.87,6428.384781,0.8463,8416
CONTONMENT,2026-03-13,2651,289,,10111.5,2364.0687,0.2338,4090
KUKATPALLY,2026-03-13,2661,127,,7595.87,5373.318438,0.7074,7035
CONTONMENT,2026-03-13,2661,247,,8638,1968.6002,0.2279,3406
KUKATPALLY,2026-03-13,2662,133,,7954.73,6184.007102,0.7774,8096
KUKATPALLY,2026-03-13,2671,127,,7595.87,4631.201939,0.6097,6063
CONTONMENT,2026-03-13,2672,254,,8636,4828.3876,0.5591,7918
KUKATPALLY,2026-03-13,2681,124,,7416.44,5834.513348,0.7867,7639
CONTONMENT,2026-03-13,2682,252,,8568,5042.268,0.5885,8270
KUKATPALLY,2026-03-13,2682,124,,7416.44,5393.976812,0.7273,7062
KUKATPALLY,2026-03-13,2691,124,,7416.44,10578.06837,1.4263,13849
CONTONMENT,2026-03-13,2692,276,,16507.56,14336.81586,0.8685,18769
KUKATPALLY,2026-03-13,2692,124,,7416.44,6665.896272,0.8988,8727
HANAMKONDA,2026-03-13,26C1,262,14,15982,11315.256,0.708,14814
CONTONMENT,2026-03-13,2702,276,,16507.56,14102.40851,0.8543,18462
KUKATPALLY,2026-03-13,2712,260,,15550.6,11586.75206,0.7451,15170
KUKATPALLY,2026-03-13,2721,264,,15789.84,9044.420352,0.5728,11841
CONTONMENT,2026-03-13,2722,268,,9112,4896.7888,0.5374,8031
CONTONMENT,2026-03-13,2732,268,,9112,4956.928,0.544,8130
KUKATPALLY,2026-03-13,2732,260,,15550.6,13236.67072,0.8512,17329
KUKATPALLY,2026-03-13,2741,132,,7894.92,11111.31041,1.4074,14547
CONTONMENT,2026-03-13,2742,268,,9112,4008.3688,0.4399,6574
KUKATPALLY,2026-03-13,2742,132,,7894.92,7084.111716,0.8973,9275
CONTONMENT,2026-03-13,2752,268,,9112,3899.936,0.428,6396
KUKATPALLY,2026-03-13,2781,132,,7894.92,7743.337536,0.9808,10138
KUKATPALLY,2026-03-13,2791,132,,7894.92,5315.649636,0.6733,6959
KUKATPALLY,2026-03-13,2792,132,,7894.92,6043.56126,0.7655,7912
HANAMKONDA,2026-03-13,27S2,218,12,13298,15445.627,1.1615,20221
HANAMKONDA,2026-03-13,28C1,148,8,9028,12358.4292,1.3689,16180
HANAMKONDA,2026-03-13,28C2,148,8,9028,8523.3348,0.9441,11159
HANAMKONDA,2026-03-13,28S2,246,16,15006,14042.6148,0.9358,18384
KUKATPALLY,2026-03-13,2911,402,,13668,7520.1336,0.5502,12333
KUKATPALLY,2026-03-13,2921,402,,13668,5226.6432,0.3824,8572
KUKATPALLY,2026-03-13,2931,428,,18318.4,9598.8416,0.524,14045
KUKATPALLY,2026-03-13,2941,278,,9452,1608.7304,0.1702,2639
KUKATPALLY,2026-03-13,2951,402,,13668,9786.288,0.716,16050
KUKATPALLY,2026-03-13,2961,180,,6120,8282.808,1.3534,13584
KUKATPALLY,2026-03-13,2971,282,,9588,1303.968,0.136,2139
KUKATPALLY,2026-03-13,2981,279,,9486,2703.51,0.285,4434
KUKATPALLY,2026-03-13,2991,296,,10064,3393.5808,0.3372,5566
HANAMKONDA,2026-03-13,29C1,220,14,13420,17303.748,1.2894,22654
HANAMKONDA,2026-03-13,2AN1,362,8,19924.48,18438.11379,0.9254,19594
NIZAMABAD-I,2026-03-13,2IND,338,2.02,13134.68,10979.27901,0.8359,22394
HANAMKONDA,2026-03-13,2JG1,316,2,17392.64,22613.91053,1.3002,24032
HANAMKONDA,2026-03-13,2JN1,440,8,24217.6,29550.31552,1.2202,31402
HANAMKONDA,2026-03-13,2KM1,352,1.97,19374.08,19248.14848,0.9935,20456
HANAMKONDA,2026-03-13,2NK2,310,10,17062.4,17958.176,1.0525,19084
JANGAON,2026-03-13,2SD1,400,6,21252,26868.9036,1.2643,28554
HANAMKONDA,2026-03-13,2VW1,438,4,22154.04,20262.08498,0.9146,26202
KUKATPALLY,2026-03-13,3001,296,,10064,5761.64,0.5725,9449
KUKATPALLY,2026-03-13,3011,284,,9656,5480.7456,0.5676,8989
KUKATPALLY,2026-03-13,3031,414,,17719.2,13957.41384,0.7877,20420
KUKATPALLY,2026-03-13,3041,328,,19617.68,13638.21114,0.6952,17855
KUKATPALLY,2026-03-13,3052,364,,21770.84,20061.82906,0.9215,26265
HANAMKONDA,2026-03-13,30S1,288,10,17568,14135.2128,0.8046,18505
HANAMKONDA,2026-03-13,32C1,124,10,7564,9492.82,1.255,12428
HANAMKONDA,2026-03-13,32C2,124,10,7564,10257.5404,1.3561,13429
HANAMKONDA,2026-03-13,32S1,150,6,9150,7181.835,0.7849,9402
HANAMKONDA,2026-03-13,32S2,166,6,10126,6749.9916,0.6666,8837
HANAMKONDA,2026-03-13,33C1,245,14,14945,15155.7245,1.0141,19841
HANAMKONDA,2026-03-13,34C1,200,7,12200,7679.9,0.6295,10054
HANAMKONDA,2026-03-13,34S1,272,12,16592,14781.8128,0.8909,19352
HANAMKONDA,2026-03-13,35C1,354,12,21594,16420.0776,0.7604,21498
HANAMKONDA,2026-03-13,36S1,343,10,20923,14733.9766,0.7042,19289
HANAMKONDA,2026-03-13,37C2,322,13.7,19642,18363.3058,0.9349,24040
HANAMKONDA,2026-03-13,38C1,147,9,8967,8430.7734,0.9402,11037
HANAMKONDA,2026-03-13,38C2,149,9,9089,9340.7653,1.0277,12229
HANAMKONDA,2026-03-13,39C1,127,9,7747,11255.6163,1.4529,14736
HANAMKONDA,2026-03-13,39C2,127,9,7747,13420.9028,1.7324,17571
HANAMKONDA,2026-03-13,3AN2,366,8,20144.64,17455.33056,0.8665,18550
HANAMKONDA,2026-03-13,3JG1,316,2,17392.64,13225.36346,0.7604,14054
HANAMKONDA,2026-03-13,3JN1,220,4,12108.8,12112.43264,1.0003,12872
HANAMKONDA,2026-03-13,3KM1,352,3.94,19374.08,17180.93414,0.8868,18258
HANAMKONDA,2026-03-13,3VW1,452,4,22862.16,21943.10117,0.9598,28378
HANAMKONDA,2026-03-13,42C1,144,9,8784,8622.3744,0.9816,11288
HANAMKONDA,2026-03-13,42C2,144,9,8784,11969.9568,1.3627,15671
HANAMKONDA,2026-03-13,44C1,144,9,8784,11005.4736,1.2529,14408
HANAMKONDA,2026-03-13,44C2,144,9,8784,12474.1584,1.4201,16331
HANAMKONDA,2026-03-13,4AN2,386,8,20508.18,21310.04984,1.0391,22646
HANAMKONDA,2026-03-13,4JG1,316,2,17392.64,13648.00461,0.7847,14504
HANAMKONDA,2026-03-13,4JM2,420,8,22314.6,19668.08844,0.8814,20902
HANAMKONDA,2026-03-13,4KM1,352,3.94,19374.08,11165.2823,0.5763,11866
HANAMKONDA,2026-03-13,4VW1,486,4.44,25417.8,28635.69348,1.1266,37033
CONTONMENT,2026-03-13,5011,170,,5793.6,3277.43952,0.5657,8685
CONTONMENT,2026-03-13,5012,170,,5783.4,3736.0764,0.646,9901
CONTONMENT,2026-03-13,5021,170,,5793.6,2185.92528,0.3773,5793
CONTONMENT,2026-03-13,5022,170,,5783.4,5464.15632,0.9448,14480
CONTONMENT,2026-03-13,5032,170,,5783.4,4568.886,0.79,12107
CONTONMENT,2026-03-13,5041,170,,5793.6,2991.23568,0.5163,7927
CONTONMENT,2026-03-13,5042,170,,5783.4,5159.94948,0.8922,13674
CONTONMENT,2026-03-13,5051,170,,5793.6,3205.59888,0.5533,8495
CONTONMENT,2026-03-13,5052,170,,5783.4,4208.58018,0.7277,11152
CONTONMENT,2026-03-13,5061,170,,5793.6,2293.10688,0.3958,6076
CONTONMENT,2026-03-13,5062,170,,5783.4,4031.60814,0.6971,10683
CONTONMENT,2026-03-13,5071,170,,5793.6,1594.39872,0.2752,4225
CONTONMENT,2026-03-13,5072,170,,5783.4,6513.84342,1.1263,17262
CONTONMENT,2026-03-13,5081,170,,5793.6,3288.44736,0.5676,8714
CONTONMENT,2026-03-13,5082,170,,5783.4,5750.43462,0.9943,15239
CONTONMENT,2026-03-13,5091,170,,5793.6,3258.32064,0.5624,8635
CONTONMENT,2026-03-13,5092,170,,5783.4,6449.64768,1.1152,17092
CONTONMENT,2026-03-13,5101,170,,5793.6,3797.7048,0.6555,10064
CONTONMENT,2026-03-13,5102,170,,5783.4,6557.21892,1.1338,17377
CONTONMENT,2026-03-13,5112,154,,5249.6,2864.70672,0.5457,7592
CONTONMENT,2026-03-13,5121,157,,5331.2,2453.41824,0.4602,6502
CONTONMENT,2026-03-13,5122,154,,5249.6,1179.06016,0.2246,3125
CONTONMENT,2026-03-13,5132,154,,5249.6,4779.7608,0.9105,12666
CONTONMENT,2026-03-13,5141,157,,5331.2,1539.11744,0.2887,4079
CONTONMENT,2026-03-13,5142,154,,5249.6,4954.57248,0.9438,13130
CONTONMENT,2026-03-13,5151,157,,5331.2,2220.4448,0.4165,5884
CONTONMENT,2026-03-13,5152,154,,5249.6,3455.28672,0.6582,9156
CONTONMENT,2026-03-13,5161,157,,5331.2,3252.032,0.61,8618
CONTONMENT,2026-03-13,5162,154,,5249.6,2030.54528,0.3868,5381
CONTONMENT,2026-03-13,5181,167,,5681.4,1701.01116,0.2994,4507
CONTONMENT,2026-03-13,5182,167,,5671.2,4899.34968,0.8639,12983
CONTONMENT,2026-03-13,5211,93,,3165.4,1808.70956,0.5714,4793
CONTONMENT,2026-03-13,5221,167,,5681.4,3384.40998,0.5957,8968
CONTONMENT,2026-03-13,5222,167,,5671.2,2679.07488,0.4724,7100
CONTONMENT,2026-03-13,5231,167,,5681.4,2721.3906,0.479,7212
CONTONMENT,2026-03-13,5232,167,,5671.2,5748.32832,1.0136,15233
CONTONMENT,2026-03-13,5241,167,,5681.4,1711.80582,0.3013,4536
CONTONMENT,2026-03-13,5242,167,,5671.2,5192.55072,0.9156,13761
CONTONMENT,2026-03-13,5251,167,,5681.4,2004.39792,0.3528,5312
CONTONMENT,2026-03-13,5252,167,,5671.2,4386.6732,0.7735,11625
CONTONMENT,2026-03-13,5261,167,,5681.4,2754.91086,0.4849,7301
CONTONMENT,2026-03-13,5262,167,,5671.2,4161.52656,0.7338,11028
CONTONMENT,2026-03-13,5271,167,,5681.4,3687.79674,0.6491,9772
CONTONMENT,2026-03-13,5272,167,,5671.2,5131.86888,0.9049,13600
CONTONMENT,2026-03-13,5282,170,,5783.4,3805.4772,0.658,10084
CONTONMENT,2026-03-13,5291,170,,5793.6,3063.65568,0.5288,8118
CONTONMENT,2026-03-13,5292,170,,5783.4,3474.66672,0.6008,9208
CONTONMENT,2026-03-13,5301,170,,5793.6,4385.17584,0.7569,11621
CONTONMENT,2026-03-13,5311,170,,5793.6,5177.16096,0.8936,13720
CONTONMENT,2026-03-13,5312,170,,5783.4,1647.69066,0.2849,4367
CONTONMENT,2026-03-13,5321,170,,5793.6,5427.44448,0.9368,14383
CONTONMENT,2026-03-13,5322,170,,5783.4,1486.91214,0.2571,3940
HANAMKONDA,2026-03-13,53C1,274,15,16714,16336.2636,0.9774,21388
HANAMKONDA,2026-03-13,58C1,256,17,15616,14524.4416,0.9301,19015
HANAMKONDA,2026-03-13,59C1,124,10,7564,6357.542,0.8405,8323
HANAMKONDA,2026-03-13,59C2,124,10,7564,9141.8504,1.2086,11969
HANAMKONDA,2026-03-13,5AN1,360,8,19814.4,20387.03616,1.0289,21666
NIZAMABAD-I,2026-03-13,5IND,338,2.02,13134.68,6149.657176,0.4682,12543
HANAMKONDA,2026-03-13,5JG1,316,2,17392.64,9212.881408,0.5297,9790
HANAMKONDA,2026-03-13,5JM2,394,8,20933.22,16466.07085,0.7866,17498
HANAMKONDA,2026-03-13,5JN1,440,8,24217.6,21652.95616,0.8941,23010
HANAMKONDA,2026-03-13,5KM1,242,1.96,13319.68,13516.81126,1.0148,14364
HANAMKONDA,2026-03-13,5KM2,242,1.96,13319.68,16584.33357,1.2451,17624
HANAMKONDA,2026-03-13,5VW1,480,4.38,25104,17143.5216,0.6829,22171
HANAMKONDA,2026-03-13,60C1,124,10,7564,11381.5508,1.5047,14901
HANAMKONDA,2026-03-13,60C2,111,8.95,6771,9032.514,1.334,11825
HANAMKONDA,2026-03-13,61C1,127,8,7747,12058.2055,1.5565,15787
HANAMKONDA,2026-03-13,61C2,127,8,7747,9195.689,1.187,12039
HANAMKONDA,2026-03-13,62C1,124,10,7564,7146.4672,0.9448,9356
HANAMKONDA,2026-03-13,62C2,124,10,7564,13884.4784,1.8356,18178
HANAMKONDA,2026-03-13,63C1,124,10,7564,8483.7824,1.1216,11107
HANAMKONDA,2026-03-13,63C2,124,10,7564,8528.41,1.1275,11165
HANAMKONDA,2026-03-13,64C1,294,10.08,17934,12347.559,0.6885,16165
HANAMKONDA,2026-03-13,65C1,324,12,19764,16581.996,0.839,21710
HANAMKONDA,2026-03-13,66C1,154,12,9394,9458.8186,1.0069,12383
HANAMKONDA,2026-03-13,66C2,156,12,9516,9878.5596,1.0381,12933
HANAMKONDA,2026-03-13,67C1,132,8,8052,6692.8224,0.8312,8762
HANAMKONDA,2026-03-13,67C2,132,8,8052,6282.1704,0.7802,8225
HANAMKONDA,2026-03-13,6AN1,366,8,20144.64,21758.22566,1.0801,23122
HANAMKONDA,2026-03-13,6KM1,352,3.94,19374.08,19633.69267,1.0134,20864
HANAMKONDA,2026-03-13,7KM1,494,4,24986.52,23462.34228,0.939,30342
WARANGAL-II,2026-03-13,8501,0,,0,0,0,147288
WARANGAL-II,2026-03-13,8502,0,,0,0,0,115004
WARANGAL-II,2026-03-13,8503,0,,0,0,0,73780
WARANGAL-II,2026-03-13,8504,0,,0,0,0,71702
WARANGAL-II,2026-03-13,8505,0,,0,0,0,61290
WARANGAL-II,2026-03-13,8506,0,,0,0,0,50544
WARANGAL-II,2026-03-13,8507,0,,0,0,0,32904
WARANGAL-II,2026-03-13,8508,0,,0,0,0,17310
WARANGAL-II,2026-03-13,8509,0,,0,0,0,83306
WARANGAL-II,2026-03-13,8510,0,,0,0,0,141090
WARANGAL-II,2026-03-13,8515,0,,0,0,0,117774
WARANGAL-II,2026-03-13,8517,0,,0,0,0,27058
WARANGAL-II,2026-03-13,8518,0,,0,0,0,40650
NIZAMABAD-I,2026-03-13,8601,0,,0,0,0,24550
BODHAN,2026-03-13,8601,0,,0,0,0,3780
KARIMNAGAR-I,2026-03-13,8601,0,,0,0,0,27670
ARMOOR,2026-03-13,8601,0,,0,0,0,9620
CONTONMENT,2026-03-13,8601,0,,0,0,0,162350
WARANGAL-I,2026-03-13,8601,0,,0,0,0,10020
CONTONMENT,2026-03-13,8602,0,,0,0,0,166400
CONTONMENT,2026-03-13,8603,0,,0,0,0,60800
HYDERABAD-II,2026-03-13,8604,0,,0,0,0,23561
PARKAL,2026-03-13,9001,304,,15899.2,12514.26032,0.7871,16184
HANAMKONDA,2026-03-13,9001,237,,14457,11652.342,0.806,15256
IBRAHIMPATNAM,2026-03-13,9002,160,,9609.6,6844.91808,0.7123,8961
IBRAHIMPATNAM,2026-03-13,9003,174,,10450.44,7713.469764,0.7381,10098
IBRAHIMPATNAM,2026-03-13,9004,160,,9609.6,7916.38848,0.8238,10364
HAKIMPET,2026-03-13,9004,142,,8493.02,3208.662956,0.3778,4201
HAKIMPET,2026-03-13,9005,148,,8851.88,4886.23776,0.552,6397
CONTONMENT,2026-03-13,9006,2,,119.62,,,17800
BODHAN,2026-03-13,9008,192,,10245.12,11930.44224,1.1645,12678
KUKATPALLY,2026-03-13,9011,1,,50.4,,,2501
JANGAON,2026-03-13,9011,440,,23377.2,26472.34128,1.1324,28133
NIZAMABAD-I,2026-03-13,9012,452,,23852.04,15902.15507,0.6667,20566
BANSWADA,2026-03-13,9012,423,,22321.71,16372.97429,0.7335,21174
HAKIMPET,2026-03-13,9013,284,,12155.2,8043.09584,0.6617,11768
HAKIMPET,2026-03-13,9014,301,,12882.8,7767.04012,0.6029,11364
NIZAMABAD-I,2026-03-13,9014,464,,24485.28,27340.26365,1.1166,35358
KARIMNAGAR-I,2026-03-13,9016,316,,11376,9582.0048,0.8423,16114
NIZAMABAD-I,2026-03-13,9016,500,,26385,20757.0795,0.7867,26842
KUKATPALLY,2026-03-13,9020,304,,13011.2,10013.41952,0.7696,14650
JANGAON,2026-03-13,9020,410,,21443,15323.1678,0.7146,19816
PARKAL,2026-03-13,9021,360,,19126.8,20167.29792,1.0544,21432
JANGAON,2026-03-13,9021,330,,17259,14371.5693,0.8327,18586
WARANGAL-I,2026-03-13,9021,174,,9244.62,8090.891424,0.8752,8598
KARIMNAGAR-I,2026-03-13,9022,400,,21508,10048.5376,0.4672,10678
HANAMKONDA,2026-03-13,9028,302,,10872,8092.0296,0.7443,13608
MAHABOOBABAD,2026-03-13,9030,400,,21252,22157.3352,1.0426,23546
KARIMNAGAR-I,2026-03-13,9031,316,,11733.08,6161.040308,0.5251,12566
WARANGAL-I,2026-03-13,9031,266,,9576,8391.4488,0.8763,14112
KARIMNAGAR-I,2026-03-13,9032,632,,23466.16,14617.07106,0.6229,29815
KARIMNAGAR-I,2026-03-13,9033,316,,11733.08,8231.928928,0.7016,16789
CONTONMENT,2026-03-13,9034,150,,6420,10272.642,1.6001,15030
KARIMNAGAR-I,2026-03-13,9034,316,,11733.08,8107.55828,0.691,16536
THORROR,2026-03-13,9035,613,,32059.9,15331.04418,0.4782,19826
THORROR,2026-03-13,9036,283,,10544.58,4094.460414,0.3883,8350
JANGAON,2026-03-13,9036,468,,24476.4,21463.35516,0.8769,27755
JANGAON,2026-03-13,9038,468,,24476.4,18981.4482,0.7755,24548
WARANGAL-I,2026-03-13,9039,298,,10728,7342.2432,0.6844,12348
THORROR,2026-03-13,9051,283,,14800.9,9519.93888,0.6432,12312
NARSAMPET,2026-03-13,9052,140,,7322,7191.6684,0.9822,9300
JANGAON,2026-03-13,9059,480,,25104,17289.1248,0.6887,22358
JANGAON,2026-03-13,9060,480,,25104,16315.0896,0.6499,21100
HYDERABAD-I,2026-03-13,9070,600,,28800,12444.48,0.4321,21810
CONTONMENT,2026-03-13,9501,80,,4784.8,8294.92928,1.7336,10860
KUKATPALLY,2026-03-13,9501,150,,8971.5,8295.0489,0.9246,10860
ARMOOR,2026-03-13,9501,200,,10672,12839.4832,1.2031,13645
BANSWADA,2026-03-13,9501,280,,14940.8,16021.01984,1.0723,17026
CONTONMENT,2026-03-13,9502,120,,7177.2,9425.81676,1.3133,12340
KUKATPALLY,2026-03-13,9502,150,,8971.5,8295.0489,0.9246,10860
NARSAMPET,2026-03-13,9502,80,,4250.4,7320.88896,1.7224,7780
NARSAMPET,2026-03-13,9503,202,,10732.26,11705.67598,1.0907,12440
BANSWADA,2026-03-13,9503,280,,14940.8,16021.01984,1.0723,17026
CONTONMENT,2026-03-13,9503,120,,7177.2,9425.81676,1.3133,12340
KUKATPALLY,2026-03-13,9504,150,,8971.5,8295.0489,0.9246,10860
HAKIMPET,2026-03-13,9504,120,,7177.2,6996.33456,0.9748,9160
IBRAHIMPATNAM,2026-03-13,9504,100,,6006,8294.8866,1.3811,10860
CONTONMENT,2026-03-13,9504,120,,7177.2,9425.81676,1.3133,12340
KUKATPALLY,2026-03-13,9505,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9505,120,,7177.2,8295.40776,1.1558,10860
KUKATPALLY,2026-03-13,9506,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9506,120,,7177.2,8295.40776,1.1558,10860
KARIMNAGAR-I,2026-03-13,9506,200,,10754,11291.7,1.05,12000
CONTONMENT,2026-03-13,9507,120,,7177.2,9425.81676,1.3133,12340
KARIMNAGAR-I,2026-03-13,9507,200,,10754,11291.7,1.05,12000
KUKATPALLY,2026-03-13,9507,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9508,120,,7177.2,8295.40776,1.1558,10860
KUKATPALLY,2026-03-13,9508,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9509,120,,7177.2,8295.40776,1.1558,10860
KUKATPALLY,2026-03-13,9509,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9510,120,,7177.2,8295.40776,1.1558,10860
IBRAHIMPATNAM,2026-03-13,9510,100,,6006,8336.9286,1.3881,10915
KUKATPALLY,2026-03-13,9510,150,,8971.5,8295.0489,0.9246,10860
CONTONMENT,2026-03-13,9511,120,,7177.2,8295.40776,1.1558,10860
KUKATPALLY,2026-03-13,9511,150,,8971.5,8295.0489,0.9246,10860
KUKATPALLY,2026-03-13,9512,150,,8971.5,8295.0489,0.9246,10860
IBRAHIMPATNAM,2026-03-13,9513,100,,6006,8336.9286,1.3881,10915
KUKATPALLY,2026-03-13,9513,150,,8971.5,8295.0489,0.9246,10860
KUKATPALLY,2026-03-13,9514,150,,8971.5,8295.0489,0.9246,10860
KUKATPALLY,2026-03-13,9515,150,,8971.5,8295.0489,0.9246,10860
KUKATPALLY,2026-03-13,9516,150,,8971.5,8295.0489,0.9246,10860
IBRAHIMPATNAM,2026-03-13,9516,100,,6006,8336.9286,1.3881,10915
KUKATPALLY,2026-03-13,9517,150,,8971.5,8295.0489,0.9246,10860
KUKATPALLY,2026-03-13,9518,150,,8971.5,8295.0489,0.9246,10860
IBRAHIMPATNAM,2026-03-13,9519,180,,10810.8,10388.09772,0.9609,13600
IBRAHIMPATNAM,2026-03-13,9520,100,,6006,8336.9286,1.3881,10915
IBRAHIMPATNAM,2026-03-13,9521,100,,6006,8336.9286,1.3881,10915
IBRAHIMPATNAM,2026-03-13,9522,100,,6006,8294.8866,1.3811,10860
WARANGAL-I,2026-03-13,9522,500,,26150,27941.275,1.0685,36135
IBRAHIMPATNAM,2026-03-13,9524,100,,6006,8294.8866,1.3811,10860
IBRAHIMPATNAM,2026-03-13,9525,100,,6006,8336.9286,1.3881,10915
HYDERABAD-I,2026-03-13,9526,652,,26471.2,26913.26904,1.0167,39653
PARKAL,2026-03-13,9531,40,,2125.2,3886.35324,1.8287,4130
PARKAL,2026-03-13,9532,40,,2125.2,3886.35324,1.8287,4130
PARKAL,2026-03-13,9533,40,,2125.2,3886.35324,1.8287,4130
PARKAL,2026-03-13,9534,40,,2125.2,4281.64044,2.0147,4550
PARKAL,2026-03-13,9535,70,,3719.1,4441.34922,1.1942,4720
PARKAL,2026-03-13,9536,40,,2125.2,3886.35324,1.8287,4130
WARANGAL-I,2026-03-13,9541,200,,10626,15907.122,1.497,16905
KUKATPALLY,2026-03-13,9561,180,,10765.8,10846.5435,1.0075,14200
KUKATPALLY,2026-03-13,9562,90,,5382.9,5705.874,1.06,7470
BHUPALAPALLAY,2026-03-13,ABK1,420,6,22314.6,18128.38104,0.8124,19266
WARANGAL-I,2026-03-13,ABR1,494,3,18406.44,8730.174492,0.4743,17806
KARIMNAGAR-I,2026-03-13,ADB2,572,3,20592,13891.3632,0.6746,23362
NARSAMPET,2026-03-13,ADB2,638,2,33367.4,36096.85332,1.0818,46680
KARIMNAGAR-I,2026-03-13,ADB3,572,3,30138.68,19207.38076,0.6373,24838
NARSAMPET,2026-03-13,ADB3,638,2,26113.34,19104.51954,0.7316,28148
HYDERABAD-I,2026-03-13,ADN1,618,2,22173.84,10763.18194,0.4854,18100
HYDERABAD-I,2026-03-13,ADN2,618,2,22173.84,14993.95061,0.6762,25215
KARIMNAGAR-I,2026-03-13,AJP1,320,8,17206.4,18610.44224,1.0816,19778
WARANGAL-I,2026-03-13,AKO1,312,6,17172.48,16549.11898,0.9637,17586
WARANGAL-I,2026-03-13,AKO2,312,6,17172.48,18542.8439,1.0798,19706
WARANGAL-I,2026-03-13,AKO3,348,4,18489.24,21490.04365,1.1623,22838
NIZAMABAD-I,2026-03-13,ALR1,352,14,18782.72,14998.00192,0.7985,15938
THORROR,2026-03-13,AN02,230,4,12659.2,23709.41568,1.8729,25196
PARKAL,2026-03-13,ANK1,380,8.69,20189.4,16302.9405,0.8075,17326
BODHAN,2026-03-13,ARD1,424,8,22624.64,26525.12794,1.1724,28188
